oa_id,oa_code,oa_desc,oa_short_desc,grade_code,subject_code,bloom_level,cog_skill,oa_version,semester,complexity_level,estimated_hours,ministerial_priority,is_transversal,enriched_at
26454a37-0967-4126-a440-25ff03201b10,MA01OA11,"Reconocer, describir, crear y continuar patrones repetitivos (sonidos, figuras, ritmos...) y patrones numéricos hasta el 20, crecientes y decrecientes, usando material concreto, pictórico y simbólico, de manera manual y/o por medio de software educativo.","Reconocer, describir, crear y continuar patrones repetitivos (sonidos, figuras, ritmos...) y patrone...",1B,MAT,Recordar,espacial,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
87373d17-8533-47ee-a221-09b02addd0ef,MA01OA12,"Describir y registrar la igualdad y la desigualdad como equilibrio y desequilibrio, usando una balanza en forma concreta, pictórica y simbólica del 0 al 20, usando el símbolo igual (=).","Describir y registrar la igualdad y la desigualdad como equilibrio y desequilibrio, usando una balan...",1B,MAT,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T15:51:54.179174
1f12029d-120d-4e80-bef3-07f6f11945b6,MA01OA13,"Describir la posición de objetos y personas en relación a sí mismos y a otros objetos y personas, usando un lenguaje común (como derecha e izquierda).","Describir la posición de objetos y personas en relación a sí mismos y a otros objetos y personas, us...",1B,MAT,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T15:51:54.179174
f257bf90-30e6-41d6-ad19-aa5ade4ce54d,MA01OA14,"Identificar en el entorno figuras 3D y figuras 2D y relacionarlas, usando material concreto.","Identificar en el entorno figuras 3D y figuras 2D y relacionarlas, usando material concreto.",1B,MAT,Recordar,espacial,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
cd9a7793-c815-4af9-b6d4-36b153665a4c,MA01OA15,Identificar y dibujar líneas rectas y curvas.,Identificar y dibujar líneas rectas y curvas.,1B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
e63a7e48-f8d7-46fb-8866-681ea30a31d9,MA01OA16,Usar unidades no estandarizadas de tiempo para comparar la duración de eventos cotidianos.,Usar unidades no estandarizadas de tiempo para comparar la duración de eventos cotidianos.,1B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T15:51:54.179174
03688a4e-b821-4cc4-a91f-ed4041546782,MA01OA17,"Usar un lenguaje cotidiano para secuenciar eventos en el tiempo: días de la semana, meses del año y algunas fechas significativas.","Usar un lenguaje cotidiano para secuenciar eventos en el tiempo: días de la semana, meses del año y ...",1B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T15:51:54.179174
60863047-2584-483d-b1f4-024957cfd2e8,MA01OA18,"Identificar y comparar la longitud de objetos, usando palabras como largo y corto.","Identificar y comparar la longitud de objetos, usando palabras como largo y corto.",1B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
34ca7d94-6a85-452f-b874-5466c7d62057,MA01OA19,"Recolectar y registrar datos para responder preguntas estadísticas sobre sí mismo y el entorno, usando bloques, tablas de conteo y pictogramas.","Recolectar y registrar datos para responder preguntas estadísticas sobre sí mismo y el entorno, usan...",1B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
bfc341b2-6c42-48d6-a3b5-85be82b87cc4,MA01OA20,"Construir, leer e interpretar pictogramas.","Construir, leer e interpretar pictogramas.",1B,MAT,Crear,mantener,2023,1,5,4,normal,False,2025-07-07T15:51:54.179174
b13303ba-4504-4140-9e84-feda2872ba4e,LE01OA01,Reconocer que los textos escritos transmiten mensajes y que son escritos por alguien para cumplir un propósito.,Reconocer que los textos escritos transmiten mensajes y que son escritos por alguien para cumplir un...,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
dd5451de-bac0-48cf-9652-2fc5bfe61a06,LE01OA02,Reconocer que las palabras son unidades de significado separadas por espacios en el texto escrito.,Reconocer que las palabras son unidades de significado separadas por espacios en el texto escrito.,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
49bfc76f-fecd-4025-b9c7-ff8809c59e37,LE01OA03,"Identificar los sonidos que componen las palabras (conciencia fonológica), reconociendo, separando y combinando sus fonemas y sílabas.","Identificar los sonidos que componen las palabras (conciencia fonológica), reconociendo, separando y...",1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
2e55c0be-2a1d-4958-b733-1d98393e3560,LE01OA04,"Leer palabras aisladas y en contexto, aplicando su conocimiento de la correspondencia letra-sonido en diferentes combinaciones: sílaba directa, indirecta o compleja y dígrafos rr-ll-ch-qu.","Leer palabras aisladas y en contexto, aplicando su conocimiento de la correspondencia letra-sonido e...",1B,LEN,Recordar,mantener,2023,1,2,4,normal,False,2025-07-07T15:51:54.180190
eb8fb4fb-a16b-4967-b7e6-9e064f6ae607,LE01OA05,Leer textos breves en voz alta para adquirir fluidez,Leer textos breves en voz alta para adquirir fluidez,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
1b43aa73-0686-4b8d-93bb-2d4e9d58f980,LE01OA06,Comprender textos aplicando estrategias de comprensión lectora,Comprender textos aplicando estrategias de comprensión lectora,1B,LEN,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T15:51:54.180190
6fc8e5f0-05fb-4859-ba2f-6dcf5dbd96c0,LE01OA07,Leer independientemente y ampliar repertorio literario,Leer independientemente y ampliar repertorio literario,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
21df7245-70d6-4a38-bdcc-49c3e14e692f,LE01OA08,Comprender narraciones que aborden temas que les sean familiares,Comprender narraciones que aborden temas que les sean familiares,1B,LEN,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T15:51:54.180190
70fac415-e958-4bd5-9ab6-3bab7a2b9b8d,LE01OA09,Leer habitualmente y disfrutar los mejores poemas de autor y de la tradición oral adecuados a su edad.,Leer habitualmente y disfrutar los mejores poemas de autor y de la tradición oral adecuados a su eda...,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
789ca64f-2a6a-4dde-a0d5-4bd91469565a,LE01OA10,"Leer independientemente y comprender textos no literarios escritos con oraciones simples (cartas, notas, instrucciones y artículos informativos) para entretenerse y ampliar su conocimiento del mundo:","Leer independientemente y comprender textos no literarios escritos con oraciones simples (cartas, no...",1B,LEN,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T15:51:54.180190
8cb4f729-aa15-4f6b-9077-d609dccea8e2,LE01OA11,"Desarrollar el gusto por la lectura, explorando libros y sus ilustraciones.","Desarrollar el gusto por la lectura, explorando libros y sus ilustraciones.",1B,LEN,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T15:51:54.180190
4bc121bd-ce2c-406d-a5c2-a5bff760dd0a,LE01OA12,"Asistir habitualmente a la biblioteca para elegir, escuchar, leer y explorar textos de su interés.","Asistir habitualmente a la biblioteca para elegir, escuchar, leer y explorar textos de su interés.",1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
5643a7de-54d7-4b15-b06d-44ff6208c1db,LE01OA13,"Experimentar con la escritura para comunicar hechos, ideas y sentimientos, entre otros.","Experimentar con la escritura para comunicar hechos, ideas y sentimientos, entre otros.",1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
76587c08-e5df-4e27-8a69-30828ae0ba44,LE01OA14,Escribir oraciones completas para transmitir mensajes.,Escribir oraciones completas para transmitir mensajes.,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
0ed60867-dfa4-4701-a82d-7796c7eb76ad,LE01OA15,"Escribir con letra clara, separando las palabras con un espacio para que puedan ser leídas por otros con facilidad.","Escribir con letra clara, separando las palabras con un espacio para que puedan ser leídas por otros...",1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
c4338baa-4e03-4692-bb9b-782237dfdcec,LE01OA16,Incorporar de manera pertinente en la escritura el vocabulario nuevo extraído de textos escuchados o leídos.,Incorporar de manera pertinente en la escritura el vocabulario nuevo extraído de textos escuchados o...,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
9678a019-927e-45a5-b329-59f30df04a00,LE01OA17,"Comprender y disfrutar versiones completas de obras literarias, narradas por un adulto","Comprender y disfrutar versiones completas de obras literarias, narradas por un adulto",1B,LEN,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T15:51:54.180190
79202475-d6e2-46df-b6ed-877140274c1d,LE01OA18,Comprender textos orales para obtener información y desarrollar la curiosidad,Comprender textos orales para obtener información y desarrollar la curiosidad,1B,LEN,Aplicar,memorizar,2023,1,3,4,normal,False,2025-07-07T15:51:54.180190
84fecfa6-a014-4b79-ac33-4fcdffaef343,LE01OA19,Desarrollar la curiosidad por las palabras o expresiones que desconocen y adquirir el hábito de averiguar su significado.,Desarrollar la curiosidad por las palabras o expresiones que desconocen y adquirir el hábito de aver...,1B,LEN,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T15:51:54.180190
0966831f-b016-4d90-a2e9-4f6345c0420f,LE01OA20,"Disfrutar de la experiencia de asistir a obras de teatro infantiles o representaciones para ampliar sus posibilidades de expresión, desarrollar su creatividad y familiarizarse con el género.",Disfrutar de la experiencia de asistir a obras de teatro infantiles o representaciones para ampliar ...,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
a58b5f66-561a-49a3-8be9-da019d1e2757,LE01OA21,Conversaciones grupales sobre textos leídos o escuchados en clases,Conversaciones grupales sobre textos leídos o escuchados en clases,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
0fd69cbd-8d0e-48be-b22a-448cbeaa332b,LE01OA22,Interactuar según convenciones sociales usando fórmulas de cortesía,Interactuar según convenciones sociales usando fórmulas de cortesía,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
c8397a32-19c3-403a-8efb-8ff64a98a840,LE01OA23,Expresarse coherente y articuladamente,Expresarse coherente y articuladamente,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
e4e81aa3-5f0d-46ea-a728-042dbb203689,LE01OA24,Incorporar de manera pertinente en sus intervenciones orales el vocabulario nuevo extraído de textos escuchados o leídos.,Incorporar de manera pertinente en sus intervenciones orales el vocabulario nuevo extraído de textos...,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
28a6d548-bdfd-496d-b4c3-acf104026814,LE01OA25,"Desempeñar diferentes roles para desarrollar su lenguaje y autoestima, y aprender a trabajar en equipo.","Desempeñar diferentes roles para desarrollar su lenguaje y autoestima, y aprender a trabajar en equi...",1B,LEN,Aplicar,mantener,2023,1,4,4,normal,False,2025-07-07T15:51:54.180190
c119bdfa-8d58-4593-814a-200ad97ddc40,LE01OA26,"Recitar con entonación y expresión poemas, rimas, canciones, trabalenguas y adivinanzas para fortalecer la confianza en sí mismos, aumentar el vocabulario y desarrollar su capacidad expresiva.","Recitar con entonación y expresión poemas, rimas, canciones, trabalenguas y adivinanzas para fortale...",1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
4617f638-8959-4431-89ce-991bb280ace0,CN01OA01,"Reconocer y observar, por medio de la exploración, que los seres vivos crecen, responden a estímulos del medio, se reproducen y necesitan agua, alimento y aire para vivir, comparándolos con las cosas no vivas.","Reconocer y observar, por medio de la exploración, que los seres vivos crecen, responden a estímulos...",1B,CN,Recordar,deducir,2023,1,1,4,normal,False,2025-07-07T15:51:54.181692
8047c3c6-94bf-4638-b4bc-f2ab6b141438,CN01OA02,"Observar y comparar animales de acuerdo a características como tamaño, cubierta corporal, estructuras de desplazamiento y hábitat, entre otras.","Observar y comparar animales de acuerdo a características como tamaño, cubierta corporal, estructura...",1B,CN,Comprender,deducir,2023,1,2,4,normal,False,2025-07-07T15:51:54.181692
d5c978bc-ea38-4adc-8783-2dea1eb3d3fd,CN01OA03,"Observar e identificar, por medio de la exploración, las estructuras principales de las plantas: hojas, flores, tallos y raíces.","Observar e identificar, por medio de la exploración, las estructuras principales de las plantas: hoj...",1B,CN,Recordar,deducir,2023,1,1,4,normal,False,2025-07-07T15:51:54.181692
14c893f8-5f93-42ff-ac24-2f6ddb9230cf,CN01OA04,"Observar y clasificar semillas, frutos, flores y tallos a partir de criterios como tamaño, forma, textura y color, entre otros.","Observar y clasificar semillas, frutos, flores y tallos a partir de criterios como tamaño, forma, te...",1B,CN,Comprender,deducir,2023,1,2,4,normal,False,2025-07-07T15:51:54.181692
03af243a-cf03-4614-a2aa-4e10baf5a4b5,CN01OA05,"Reconocer y comparar diversas plantas y animales de nuestro país, considerando las características observables, y proponiendo medidas para su cuidado.","Reconocer y comparar diversas plantas y animales de nuestro país, considerando las características o...",1B,CN,Recordar,deducir,2023,1,1,4,normal,False,2025-07-07T15:51:54.181692
f9ebb000-f13b-4643-84e6-920ec46fc99c,CN01OA06,Identificar y describir la ubicación y la función de los sentidos proponiendo medidas para protegerlos y para prevenir situaciones de riesgo.,Identificar y describir la ubicación y la función de los sentidos proponiendo medidas para protegerl...,1B,CN,Recordar,deducir,2023,1,1,4,normal,False,2025-07-07T15:51:54.181692
d3b9c7b5-9583-47b4-8811-33b53808c9a9,CN01OA07,"Describir, dar ejemplos y practicar hábitos de vida saludable para mantener el cuerpo sano y prevenir enfermedades (actividad física, aseo del cuerpo, lavado de alimentos y alimentación saludable, entre otros).","Describir, dar ejemplos y practicar hábitos de vida saludable para mantener el cuerpo sano y preveni...",1B,CN,Comprender,deducir,2023,1,2,4,normal,False,2025-07-07T15:51:54.181692
83df7c1e-9068-40e8-8bb9-466e75c20961,CN01OA08,"Explorar y describir los diferentes tipos de materiales en diversos objetos, clasificándolos según sus propiedades (goma-flexible, plástico-impermeable) e identificando su uso en la vida cotidiana.","Explorar y describir los diferentes tipos de materiales en diversos objetos, clasificándolos según s...",1B,CN,Comprender,agrupar,2023,1,3,4,normal,False,2025-07-07T15:51:54.181692
ffc9d83f-323b-480f-aca3-a96ed532afa0,CN01OA09,"Observar y describir los cambios de los materiales al aplicarles fuerza, luz, calor y agua.","Observar y describir los cambios de los materiales al aplicarles fuerza, luz, calor y agua.",1B,CN,Comprender,deducir,2023,1,2,4,normal,False,2025-07-07T15:51:54.181692
efa5e193-95ae-412b-8be5-b3d86c37c449,CN01OA10,Diseñar instrumentos tecnológicos simples considerando diversos materiales y sus propiedades para resolver problemas cotidianos.,Diseñar instrumentos tecnológicos simples considerando diversos materiales y sus propiedades para re...,1B,CN,Crear,deducir,2023,1,5,4,normal,False,2025-07-07T15:51:54.181692
1c7aec58-7c78-49f5-85cc-a69057c7a6c9,CN01OA11,"Describir y registrar el ciclo diario y las diferencias entre el día y la noche, a partir de la observación del Sol, la Luna, las estrellas y la luminosidad del cielo, entre otras, y sus efectos en los seres vivos y el ambiente.","Describir y registrar el ciclo diario y las diferencias entre el día y la noche, a partir de la obse...",1B,CN,Comprender,deducir,2023,1,2,4,normal,False,2025-07-07T15:51:54.181692
2853bae3-10ea-4a65-850e-b0535bf40d2a,CN01OA12,Describir y comunicar los cambios del ciclo de las estaciones y sus efectos en los seres vivos y el ambiente.,Describir y comunicar los cambios del ciclo de las estaciones y sus efectos en los seres vivos y el ...,1B,CN,Comprender,deducir,2023,1,2,4,normal,False,2025-07-07T15:51:54.181692
53ea91bc-0bd2-458e-829a-7223f87a4f56,MU01OA01,"Escuchar cualidades del sonido (altura, timbre, intensidad, duración) y elementos del lenguaje musical (pulsos, acentos, patrones, secciones) y representarlos de distintas formas.","Escuchar cualidades del sonido (altura, timbre, intensidad, duración) y elementos del lenguaje music...",1B,MUS,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.182694
7dbcaa83-93bc-4623-afb6-bfacd90ed733,MU01OA02,"Expresar sensaciones, emociones e ideas que les sugiere el sonido y la música escuchada, usando diversos medios expresivos (verbal, corporal, musical, visual).","Expresar sensaciones, emociones e ideas que les sugiere el sonido y la música escuchada, usando dive...",1B,MUS,Recordar,auditivo,2023,1,2,4,normal,False,2025-07-07T15:51:54.182694
b24008ee-7edc-42e1-be28-8a51e9fdc06f,MU01OA03,"Escuchar música en forma abundante de diversos contextos y culturas poniendo énfasis en: Tradición escrita (docta), piezas instrumentales y vocales de corta duración (por ejemplo, piezas del ""Álbum para la juventud"" de R. Schumann, piezas de ""Juguetería"" de P. Bisquert); Tradición oral (folclor, música de pueblos originarios), canciones, rondas, bailes y versos rítmicos; Popular (jazz, rock, fusión, etcétera) poniendo énfasis en música infantil (por ejemplo canciones como ""El Negro Cirilo"" y Videos como ""Los Gorrioncitos"" de Tikitiklip). Escuchar apreciativamente al menos 20 músicas variadas de corta duración al año.",Escuchar música en forma abundante de diversos contextos y culturas poniendo énfasis en: Tradición e...,1B,MUS,Recordar,auditivo,2023,1,2,4,normal,False,2025-07-07T15:51:54.182694
ea6093fa-b1cd-4d41-b0ca-0fe8127243a5,MU01OA04,Cantar al unísono y tocar instrumentos de percusión convencionales y no convencionales.,Cantar al unísono y tocar instrumentos de percusión convencionales y no convencionales.,1B,MUS,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.182694
4f8a1fa9-96e6-42b0-b38a-925be636be4f,MU01OA05,"Explorar e improvisar ideas musicales con diversos medios sonoros (la voz, instrumentos convencionales y no convencionales, entre otros), utilizando las cualidades del sonido y elementos del lenguaje musical.","Explorar e improvisar ideas musicales con diversos medios sonoros (la voz, instrumentos convencional...",1B,MUS,Recordar,memoria_trabajo,2023,1,2,4,normal,False,2025-07-07T15:51:54.182694
8e7bd32f-411e-4c1f-9888-c55460f789be,MU01OA06,"Presentar su trabajo musical, en forma individual y grupal, compartiendo con el curso y la comunidad.","Presentar su trabajo musical, en forma individual y grupal, compartiendo con el curso y la comunidad...",1B,MUS,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.182694
a8f4f97f-6067-4ec8-bf32-24197dfbd2e6,MU01OA07,Identificar y describir experiencias musicales y sonoras en su propia vida.,Identificar y describir experiencias musicales y sonoras en su propia vida.,1B,MUS,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.182694
38b4e1e3-bbec-4623-b854-f52e469596e4,TE01OA01,"Crear diseños de objetos tecnológicos, a partir de sus propias experiencias y representando sus ideas, a través de dibujo a mano alzada o modelos concretos, y con orientación del profesor.","Crear diseños de objetos tecnológicos, a partir de sus propias experiencias y representando sus idea...",1B,TEC,Crear,memoria_trabajo,2023,1,5,4,normal,False,2025-07-07T15:51:54.182694
b2b10b2c-8099-41c2-9e96-fe80ec0492b7,TE01OA02,"Distinguir las tareas para elaborar un objeto tecnológico, identificando los materiales y las herramientas necesarios en cada una de ellas para lograr el resultado deseado.","Distinguir las tareas para elaborar un objeto tecnológico, identificando los materiales y las herram...",1B,TEC,Analizar,memoria_trabajo,2023,1,4,4,normal,False,2025-07-07T15:51:54.182694
f6be0989-4e7d-4be3-afc1-abc3746e029d,TE01OA03,Crear un objeto tecnológico.,Crear un objeto tecnológico.,1B,TEC,Crear,memoria_trabajo,2023,1,5,4,normal,False,2025-07-07T15:51:54.182694
34fc82f9-5b6b-4518-a4b2-1a12df3e7d79,TE01OA04,"Probar y explicar los resultados de los trabajos propios y de otros, de forma individual o en equipos, dialogando sobre sus ideas e identificando lo que podría hacerse de otra manera.","Probar y explicar los resultados de los trabajos propios y de otros, de forma individual o en equipo...",1B,TEC,Comprender,memoria_trabajo,2023,1,2,4,normal,False,2025-07-07T15:51:54.182694
eccc2947-03d4-4c55-92cf-4a9fccffb06b,TE01OA05,"Usar software de dibujo para crear y representar ideas por medio de imágenes, guiados por el docente.","Usar software de dibujo para crear y representar ideas por medio de imágenes, guiados por el docente...",1B,TEC,Aplicar,memoria_trabajo,2023,1,3,4,normal,False,2025-07-07T15:51:54.182694
b8483530-c0a0-4494-acbf-8fdccd0442ba,TE01OA06,"Explorar y usar una variedad de software educativos (simuladores, libros digitales, interactivos y creativos, entre otros) para lograr aprendizajes significativos y una interacción apropiada con las TIC.","Explorar y usar una variedad de software educativos (simuladores, libros digitales, interactivos y c...",1B,TEC,Aplicar,memoria_trabajo,2023,1,3,4,normal,False,2025-07-07T15:51:54.182694
370696c6-b0df-42e3-9016-a4f7cd4ffa39,OR01OA01,"Observar, describir y valorar sus características personales, sus habilidades e intereses.","Observar, describir y valorar sus características personales, sus habilidades e intereses.",1B,ORI,Comprender,memoria_trabajo,2023,1,2,4,normal,False,2025-07-07T15:51:54.182694
9bb2f2f7-2704-4db3-b56a-cb1d74bf018e,OR01OA02,"Identificar emociones experimentadas por ellos y por los demás (por ejemplo, pena, rabia, miedo, alegría) y distinguir diversas formas de expresarlas.","Identificar emociones experimentadas por ellos y por los demás (por ejemplo, pena, rabia, miedo, ale...",1B,ORI,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.182694
220d4fd1-f071-48e0-ad9a-4565c94b8092,OR01OA03,"Observar, describir y valorar las expresiones de afecto y cariño, que dan y reciben, en los ámbitos familiar, escolar y social (por ejemplo, compartir tiempo, escuchar a los demás, dar y recibir ayuda).","Observar, describir y valorar las expresiones de afecto y cariño, que dan y reciben, en los ámbitos ...",1B,ORI,Comprender,memoria_trabajo,2023,1,2,4,normal,False,2025-07-07T15:51:54.182694
0a18b13a-e98d-4bdb-bfe5-4d6fb5e7b72f,OR01OA04,"Identificar y practicar, en forma guiada, conductas protectoras y de autocuidado en relación a:rutinas de higiene; actividades de descanso, recreación y actividad física; hábitos de alimentación; resguardo del cuerpo y la intimidad; la entrega de información personal.","Identificar y practicar, en forma guiada, conductas protectoras y de autocuidado en relación a:rutin...",1B,ORI,Recordar,memorizar,2023,1,1,4,normal,False,2025-07-07T15:51:54.183699
ef086e36-f6be-48bd-9de9-c50f03e7d7a8,OR01OA05,"Manifestar actitudes de solidaridad y respeto, que favorezcan la convivencia, como: utilizar formas de buen trato (por ejemplo, saludar, despedirse, pedir por favor); actuar en forma respetuosa (por ejemplo, escuchar, respetar turnos, rutinas y pertenencias); compartir con los pares (por ejemplo, jugar juntos, prestarse útiles, ayudar al que lo necesita).","Manifestar actitudes de solidaridad y respeto, que favorezcan la convivencia, como: utilizar formas ...",1B,ORI,Comprender,memoria_trabajo,2023,1,2,4,normal,False,2025-07-07T15:51:54.183699
9f91d1b4-971c-4061-a490-b2857ce31884,OR01OA06,"Identificar conflictos que surgen entre pares y practicar formas de solucionarlos como escuchar al otro, ponerse en su lugar, buscar un acuerdo, reconciliarse.",Identificar conflictos que surgen entre pares y practicar formas de solucionarlos como escuchar al o...,1B,ORI,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.183699
f9dcce30-efe5-4fd1-9562-db667df5acd2,OR01OA07,"Reconocer, describir y valorar sus grupos de pertenencia (familia, curso, pares), las personas que los componen y sus características, y participar activamente en ellos (por ejemplo, ayudando en el orden de la casa y sala de clases).","Reconocer, describir y valorar sus grupos de pertenencia (familia, curso, pares), las personas que l...",1B,ORI,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.183699
7a4a8505-628e-4d88-affe-a681b8cf8bfc,OR01OA08,"Practicar hábitos y actitudes que favorezcan el proceso de aprendizaje, como: traer y cuidar los útiles escolares;mantener el orden de la sala de clases y materiales; identificar los nuevos aprendizajes adquiridos para incentivar la motivación.","Practicar hábitos y actitudes que favorezcan el proceso de aprendizaje, como: traer y cuidar los úti...",1B,ORI,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.183699
