oa_code,oa_desc,oa_short_desc,grade_code,subject_code,bloom_level,cog_skill,oa_version,semester,complexity_level,estimated_hours,ministerial_priority,is_transversal,enriched_at
MA01OA12,"Describir y registrar la igualdad y la desigualdad como equilibrio y desequilibrio, usando una balanza en forma concreta, pictórica y simbólica del 0 al 20, usando el símbolo igual (=).","Describir y registrar la igualdad y la desigualdad como equilibrio y desequilibrio, usando una balan...",1B,MAT,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T15:51:54.179174
MA01OA13,"Describir la posición de objetos y personas en relación a sí mismos y a otros objetos y personas, usando un lenguaje común (como derecha e izquierda).","Describir la posición de objetos y personas en relación a sí mismos y a otros objetos y personas, us...",1B,MAT,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T15:51:54.179174
MA01OA14,"Identificar en el entorno figuras 3D y figuras 2D y relacionarlas, usando material concreto.","Identificar en el entorno figuras 3D y figuras 2D y relacionarlas, usando material concreto.",1B,MAT,Recordar,espacial,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
MA01OA15,Identificar y dibujar líneas rectas y curvas.,Identificar y dibujar líneas rectas y curvas.,1B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
MA01OA16,Usar unidades no estandarizadas de tiempo para comparar la duración de eventos cotidianos.,Usar unidades no estandarizadas de tiempo para comparar la duración de eventos cotidianos.,1B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T15:51:54.179174
MA01OA17,"Usar un lenguaje cotidiano para secuenciar eventos en el tiempo: días de la semana, meses del año y algunas fechas significativas.","Usar un lenguaje cotidiano para secuenciar eventos en el tiempo: días de la semana, meses del año y ...",1B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T15:51:54.179174
MA01OA18,"Identificar y comparar la longitud de objetos, usando palabras como largo y corto.","Identificar y comparar la longitud de objetos, usando palabras como largo y corto.",1B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
MA01OA19,"Recolectar y registrar datos para responder preguntas estadísticas sobre sí mismo y el entorno, usando bloques, tablas de conteo y pictogramas.","Recolectar y registrar datos para responder preguntas estadísticas sobre sí mismo y el entorno, usan...",1B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
MA01OA20,"Construir, leer e interpretar pictogramas.","Construir, leer e interpretar pictogramas.",1B,MAT,Crear,mantener,2023,1,5,4,normal,False,2025-07-07T15:51:54.179174
LE01OA01,Reconocer que los textos escritos transmiten mensajes y que son escritos por alguien para cumplir un propósito.,Reconocer que los textos escritos transmiten mensajes y que son escritos por alguien para cumplir un...,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
LE01OA02,Reconocer que las palabras son unidades de significado separadas por espacios en el texto escrito.,Reconocer que las palabras son unidades de significado separadas por espacios en el texto escrito.,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
LE01OA03,"Identificar los sonidos que componen las palabras (conciencia fonológica), reconociendo, separando y combinando sus fonemas y sílabas.","Identificar los sonidos que componen las palabras (conciencia fonológica), reconociendo, separando y...",1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.179174
LE01OA04,"Leer palabras aisladas y en contexto, aplicando su conocimiento de la correspondencia letra-sonido en diferentes combinaciones: sílaba directa, indirecta o compleja y dígrafos rr-ll-ch-qu.","Leer palabras aisladas y en contexto, aplicando su conocimiento de la correspondencia letra-sonido e...",1B,LEN,Recordar,mantener,2023,1,2,4,normal,False,2025-07-07T15:51:54.180190
LE01OA05,Leer textos breves en voz alta para adquirir fluidez,Leer textos breves en voz alta para adquirir fluidez,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
LE01OA06,Comprender textos aplicando estrategias de comprensión lectora,Comprender textos aplicando estrategias de comprensión lectora,1B,LEN,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T15:51:54.180190
LE01OA07,Leer independientemente y ampliar repertorio literario,Leer independientemente y ampliar repertorio literario,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
LE01OA08,Comprender narraciones que aborden temas que les sean familiares,Comprender narraciones que aborden temas que les sean familiares,1B,LEN,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T15:51:54.180190
LE01OA09,Leer habitualmente y disfrutar los mejores poemas de autor y de la tradición oral adecuados a su edad.,Leer habitualmente y disfrutar los mejores poemas de autor y de la tradición oral adecuados a su eda...,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
LE01OA10,"Leer independientemente y comprender textos no literarios escritos con oraciones simples (cartas, notas, instrucciones y artículos informativos) para entretenerse y ampliar su conocimiento del mundo:","Leer independientemente y comprender textos no literarios escritos con oraciones simples (cartas, no...",1B,LEN,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T15:51:54.180190
LE01OA11,"Desarrollar el gusto por la lectura, explorando libros y sus ilustraciones.","Desarrollar el gusto por la lectura, explorando libros y sus ilustraciones.",1B,LEN,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T15:51:54.180190
LE01OA12,"Asistir habitualmente a la biblioteca para elegir, escuchar, leer y explorar textos de su interés.","Asistir habitualmente a la biblioteca para elegir, escuchar, leer y explorar textos de su interés.",1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
LE01OA13,"Experimentar con la escritura para comunicar hechos, ideas y sentimientos, entre otros.","Experimentar con la escritura para comunicar hechos, ideas y sentimientos, entre otros.",1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
LE01OA14,Escribir oraciones completas para transmitir mensajes.,Escribir oraciones completas para transmitir mensajes.,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
LE01OA15,"Escribir con letra clara, separando las palabras con un espacio para que puedan ser leídas por otros con facilidad.","Escribir con letra clara, separando las palabras con un espacio para que puedan ser leídas por otros...",1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
LE01OA16,Incorporar de manera pertinente en la escritura el vocabulario nuevo extraído de textos escuchados o leídos.,Incorporar de manera pertinente en la escritura el vocabulario nuevo extraído de textos escuchados o...,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
LE01OA17,"Comprender y disfrutar versiones completas de obras literarias, narradas por un adulto","Comprender y disfrutar versiones completas de obras literarias, narradas por un adulto",1B,LEN,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T15:51:54.180190
LE01OA18,Comprender textos orales para obtener información y desarrollar la curiosidad,Comprender textos orales para obtener información y desarrollar la curiosidad,1B,LEN,Aplicar,memorizar,2023,1,3,4,normal,False,2025-07-07T15:51:54.180190
LE01OA19,Desarrollar la curiosidad por las palabras o expresiones que desconocen y adquirir el hábito de averiguar su significado.,Desarrollar la curiosidad por las palabras o expresiones que desconocen y adquirir el hábito de aver...,1B,LEN,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T15:51:54.180190
LE01OA20,"Disfrutar de la experiencia de asistir a obras de teatro infantiles o representaciones para ampliar sus posibilidades de expresión, desarrollar su creatividad y familiarizarse con el género.",Disfrutar de la experiencia de asistir a obras de teatro infantiles o representaciones para ampliar ...,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
LE01OA21,Conversaciones grupales sobre textos leídos o escuchados en clases,Conversaciones grupales sobre textos leídos o escuchados en clases,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
LE01OA22,Interactuar según convenciones sociales usando fórmulas de cortesía,Interactuar según convenciones sociales usando fórmulas de cortesía,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
LE01OA23,Expresarse coherente y articuladamente,Expresarse coherente y articuladamente,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
LE01OA24,Incorporar de manera pertinente en sus intervenciones orales el vocabulario nuevo extraído de textos escuchados o leídos.,Incorporar de manera pertinente en sus intervenciones orales el vocabulario nuevo extraído de textos...,1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
LE01OA25,"Desempeñar diferentes roles para desarrollar su lenguaje y autoestima, y aprender a trabajar en equipo.","Desempeñar diferentes roles para desarrollar su lenguaje y autoestima, y aprender a trabajar en equi...",1B,LEN,Aplicar,mantener,2023,1,4,4,normal,False,2025-07-07T15:51:54.180190
LE01OA26,"Recitar con entonación y expresión poemas, rimas, canciones, trabalenguas y adivinanzas para fortalecer la confianza en sí mismos, aumentar el vocabulario y desarrollar su capacidad expresiva.","Recitar con entonación y expresión poemas, rimas, canciones, trabalenguas y adivinanzas para fortale...",1B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T15:51:54.180190
CN01OA01,"Reconocer y observar, por medio de la exploración, que los seres vivos crecen, responden a estímulos del medio, se reproducen y necesitan agua, alimento y aire para vivir, comparándolos con las cosas no vivas.","Reconocer y observar, por medio de la exploración, que los seres vivos crecen, responden a estímulos...",1B,CN,Recordar,deducir,2023,1,1,4,normal,False,2025-07-07T15:51:54.181692
CN01OA02,"Observar y comparar animales de acuerdo a características como tamaño, cubierta corporal, estructuras de desplazamiento y hábitat, entre otras.","Observar y comparar animales de acuerdo a características como tamaño, cubierta corporal, estructura...",1B,CN,Comprender,deducir,2023,1,2,4,normal,False,2025-07-07T15:51:54.181692
CN01OA03,"Observar e identificar, por medio de la exploración, las estructuras principales de las plantas: hojas, flores, tallos y raíces.","Observar e identificar, por medio de la exploración, las estructuras principales de las plantas: hoj...",1B,CN,Recordar,deducir,2023,1,1,4,normal,False,2025-07-07T15:51:54.181692
CN01OA04,"Observar y clasificar semillas, frutos, flores y tallos a partir de criterios como tamaño, forma, textura y color, entre otros.","Observar y clasificar semillas, frutos, flores y tallos a partir de criterios como tamaño, forma, te...",1B,CN,Comprender,deducir,2023,1,2,4,normal,False,2025-07-07T15:51:54.181692
CN01OA05,"Reconocer y comparar diversas plantas y animales de nuestro país, considerando las características observables, y proponiendo medidas para su cuidado.","Reconocer y comparar diversas plantas y animales de nuestro país, considerando las características o...",1B,CN,Recordar,deducir,2023,1,1,4,normal,False,2025-07-07T15:51:54.181692
CN01OA06,Identificar y describir la ubicación y la función de los sentidos proponiendo medidas para protegerlos y para prevenir situaciones de riesgo.,Identificar y describir la ubicación y la función de los sentidos proponiendo medidas para protegerl...,1B,CN,Recordar,deducir,2023,1,1,4,normal,False,2025-07-07T15:51:54.181692
CN01OA07,"Describir, dar ejemplos y practicar hábitos de vida saludable para mantener el cuerpo sano y prevenir enfermedades (actividad física, aseo del cuerpo, lavado de alimentos y alimentación saludable, entre otros).","Describir, dar ejemplos y practicar hábitos de vida saludable para mantener el cuerpo sano y preveni...",1B,CN,Comprender,deducir,2023,1,2,4,normal,False,2025-07-07T15:51:54.181692
CN01OA08,"Explorar y describir los diferentes tipos de materiales en diversos objetos, clasificándolos según sus propiedades (goma-flexible, plástico-impermeable) e identificando su uso en la vida cotidiana.","Explorar y describir los diferentes tipos de materiales en diversos objetos, clasificándolos según s...",1B,CN,Comprender,agrupar,2023,1,3,4,normal,False,2025-07-07T15:51:54.181692
CN01OA09,"Observar y describir los cambios de los materiales al aplicarles fuerza, luz, calor y agua.","Observar y describir los cambios de los materiales al aplicarles fuerza, luz, calor y agua.",1B,CN,Comprender,deducir,2023,1,2,4,normal,False,2025-07-07T15:51:54.181692
CN01OA10,Diseñar instrumentos tecnológicos simples considerando diversos materiales y sus propiedades para resolver problemas cotidianos.,Diseñar instrumentos tecnológicos simples considerando diversos materiales y sus propiedades para re...,1B,CN,Crear,deducir,2023,1,5,4,normal,False,2025-07-07T15:51:54.181692
CN01OA11,"Describir y registrar el ciclo diario y las diferencias entre el día y la noche, a partir de la observación del Sol, la Luna, las estrellas y la luminosidad del cielo, entre otras, y sus efectos en los seres vivos y el ambiente.","Describir y registrar el ciclo diario y las diferencias entre el día y la noche, a partir de la obse...",1B,CN,Comprender,deducir,2023,1,2,4,normal,False,2025-07-07T15:51:54.181692
CN01OA12,Describir y comunicar los cambios del ciclo de las estaciones y sus efectos en los seres vivos y el ambiente.,Describir y comunicar los cambios del ciclo de las estaciones y sus efectos en los seres vivos y el ...,1B,CN,Comprender,deducir,2023,1,2,4,normal,False,2025-07-07T15:51:54.181692
MU01OA01,"Escuchar cualidades del sonido (altura, timbre, intensidad, duración) y elementos del lenguaje musical (pulsos, acentos, patrones, secciones) y representarlos de distintas formas.","Escuchar cualidades del sonido (altura, timbre, intensidad, duración) y elementos del lenguaje music...",1B,MUS,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.182694
MU01OA02,"Expresar sensaciones, emociones e ideas que les sugiere el sonido y la música escuchada, usando diversos medios expresivos (verbal, corporal, musical, visual).","Expresar sensaciones, emociones e ideas que les sugiere el sonido y la música escuchada, usando dive...",1B,MUS,Recordar,auditivo,2023,1,2,4,normal,False,2025-07-07T15:51:54.182694
MU01OA03,"Escuchar música en forma abundante de diversos contextos y culturas poniendo énfasis en: Tradición escrita (docta), piezas instrumentales y vocales de corta duración (por ejemplo, piezas del ""Álbum para la juventud"" de R. Schumann, piezas de ""Juguetería"" de P. Bisquert); Tradición oral (folclor, música de pueblos originarios), canciones, rondas, bailes y versos rítmicos; Popular (jazz, rock, fusión, etcétera) poniendo énfasis en música infantil (por ejemplo canciones como ""El Negro Cirilo"" y Videos como ""Los Gorrioncitos"" de Tikitiklip). Escuchar apreciativamente al menos 20 músicas variadas de corta duración al año.",Escuchar música en forma abundante de diversos contextos y culturas poniendo énfasis en: Tradición e...,1B,MUS,Recordar,auditivo,2023,1,2,4,normal,False,2025-07-07T15:51:54.182694
MU01OA04,Cantar al unísono y tocar instrumentos de percusión convencionales y no convencionales.,Cantar al unísono y tocar instrumentos de percusión convencionales y no convencionales.,1B,MUS,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.182694
MU01OA05,"Explorar e improvisar ideas musicales con diversos medios sonoros (la voz, instrumentos convencionales y no convencionales, entre otros), utilizando las cualidades del sonido y elementos del lenguaje musical.","Explorar e improvisar ideas musicales con diversos medios sonoros (la voz, instrumentos convencional...",1B,MUS,Recordar,memoria_trabajo,2023,1,2,4,normal,False,2025-07-07T15:51:54.182694
MU01OA06,"Presentar su trabajo musical, en forma individual y grupal, compartiendo con el curso y la comunidad.","Presentar su trabajo musical, en forma individual y grupal, compartiendo con el curso y la comunidad...",1B,MUS,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.182694
MU01OA07,Identificar y describir experiencias musicales y sonoras en su propia vida.,Identificar y describir experiencias musicales y sonoras en su propia vida.,1B,MUS,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.182694
TE01OA01,"Crear diseños de objetos tecnológicos, a partir de sus propias experiencias y representando sus ideas, a través de dibujo a mano alzada o modelos concretos, y con orientación del profesor.","Crear diseños de objetos tecnológicos, a partir de sus propias experiencias y representando sus idea...",1B,TEC,Crear,memoria_trabajo,2023,1,5,4,normal,False,2025-07-07T15:51:54.182694
TE01OA02,"Distinguir las tareas para elaborar un objeto tecnológico, identificando los materiales y las herramientas necesarios en cada una de ellas para lograr el resultado deseado.","Distinguir las tareas para elaborar un objeto tecnológico, identificando los materiales y las herram...",1B,TEC,Analizar,memoria_trabajo,2023,1,4,4,normal,False,2025-07-07T15:51:54.182694
TE01OA03,Crear un objeto tecnológico.,Crear un objeto tecnológico.,1B,TEC,Crear,memoria_trabajo,2023,1,5,4,normal,False,2025-07-07T15:51:54.182694
TE01OA04,"Probar y explicar los resultados de los trabajos propios y de otros, de forma individual o en equipos, dialogando sobre sus ideas e identificando lo que podría hacerse de otra manera.","Probar y explicar los resultados de los trabajos propios y de otros, de forma individual o en equipo...",1B,TEC,Comprender,memoria_trabajo,2023,1,2,4,normal,False,2025-07-07T15:51:54.182694
TE01OA05,"Usar software de dibujo para crear y representar ideas por medio de imágenes, guiados por el docente.","Usar software de dibujo para crear y representar ideas por medio de imágenes, guiados por el docente...",1B,TEC,Aplicar,memoria_trabajo,2023,1,3,4,normal,False,2025-07-07T15:51:54.182694
TE01OA06,"Explorar y usar una variedad de software educativos (simuladores, libros digitales, interactivos y creativos, entre otros) para lograr aprendizajes significativos y una interacción apropiada con las TIC.","Explorar y usar una variedad de software educativos (simuladores, libros digitales, interactivos y c...",1B,TEC,Aplicar,memoria_trabajo,2023,1,3,4,normal,False,2025-07-07T15:51:54.182694
OR01OA01,"Observar, describir y valorar sus características personales, sus habilidades e intereses.","Observar, describir y valorar sus características personales, sus habilidades e intereses.",1B,ORI,Comprender,memoria_trabajo,2023,1,2,4,normal,False,2025-07-07T15:51:54.182694
OR01OA02,"Identificar emociones experimentadas por ellos y por los demás (por ejemplo, pena, rabia, miedo, alegría) y distinguir diversas formas de expresarlas.","Identificar emociones experimentadas por ellos y por los demás (por ejemplo, pena, rabia, miedo, ale...",1B,ORI,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.182694
OR01OA03,"Observar, describir y valorar las expresiones de afecto y cariño, que dan y reciben, en los ámbitos familiar, escolar y social (por ejemplo, compartir tiempo, escuchar a los demás, dar y recibir ayuda).","Observar, describir y valorar las expresiones de afecto y cariño, que dan y reciben, en los ámbitos ...",1B,ORI,Comprender,memoria_trabajo,2023,1,2,4,normal,False,2025-07-07T15:51:54.182694
OR01OA04,"Identificar y practicar, en forma guiada, conductas protectoras y de autocuidado en relación a:rutinas de higiene; actividades de descanso, recreación y actividad física; hábitos de alimentación; resguardo del cuerpo y la intimidad; la entrega de información personal.","Identificar y practicar, en forma guiada, conductas protectoras y de autocuidado en relación a:rutin...",1B,ORI,Recordar,memorizar,2023,1,1,4,normal,False,2025-07-07T15:51:54.183699
OR01OA05,"Manifestar actitudes de solidaridad y respeto, que favorezcan la convivencia, como: utilizar formas de buen trato (por ejemplo, saludar, despedirse, pedir por favor); actuar en forma respetuosa (por ejemplo, escuchar, respetar turnos, rutinas y pertenencias); compartir con los pares (por ejemplo, jugar juntos, prestarse útiles, ayudar al que lo necesita).","Manifestar actitudes de solidaridad y respeto, que favorezcan la convivencia, como: utilizar formas ...",1B,ORI,Comprender,memoria_trabajo,2023,1,2,4,normal,False,2025-07-07T15:51:54.183699
OR01OA06,"Identificar conflictos que surgen entre pares y practicar formas de solucionarlos como escuchar al otro, ponerse en su lugar, buscar un acuerdo, reconciliarse.",Identificar conflictos que surgen entre pares y practicar formas de solucionarlos como escuchar al o...,1B,ORI,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.183699
OR01OA07,"Reconocer, describir y valorar sus grupos de pertenencia (familia, curso, pares), las personas que los componen y sus características, y participar activamente en ellos (por ejemplo, ayudando en el orden de la casa y sala de clases).","Reconocer, describir y valorar sus grupos de pertenencia (familia, curso, pares), las personas que l...",1B,ORI,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.183699
OR01OA08,"Practicar hábitos y actitudes que favorezcan el proceso de aprendizaje, como: traer y cuidar los útiles escolares;mantener el orden de la sala de clases y materiales; identificar los nuevos aprendizajes adquiridos para incentivar la motivación.","Practicar hábitos y actitudes que favorezcan el proceso de aprendizaje, como: traer y cuidar los úti...",1B,ORI,Recordar,memoria_trabajo,2023,1,1,4,normal,False,2025-07-07T15:51:54.183699
